movie_title,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
Palm Trees and Power Lines,Matthew St. Clair,False,Cinematic Words of a Chaotic Gemini (Substack),fresh, B ,"Mar 2, 2023",A purposefully discomforting cautionary tale guided by two expert central performances.
Palm Trees and Power Lines,Ann Hornaday,False,Washington Post,fresh, 3.5/4 ,"Mar 1, 2023","[Jamie] Dack has created a haunting portrait of how trust is manipulated and abused; the trust she builds up with her characters and audience, however, remains steadfast, resulting in a film of disarming candor and power."
Palm Trees and Power Lines,Jordan Raup,False,The Film Stage,fresh, B- ,"Mar 1, 2023",While the narrative structure can fall into short-turned-debut-feature traps––stretching its central conceit to a breaking point––it works as a blunt cautionary tale and a strong showcase for McInerny in her first feature role.
Palm Trees and Power Lines,Laura Clifford,False,Reeling Reviews,fresh, B+ ,"Feb 26, 2023",Dack’s film may be the best of its kind since Joyce Chopra’s 1985 “Smooth Talk” and in many ways is the more dramatic side of Sean Baker’s “Red Rocket.”
Palm Trees and Power Lines,Sherin Nicole,False,AWFJ.org,fresh,,"Feb 25, 2023","It makes you want to shriek, but the primary tension in Palm Trees and Power Lines is locked into its themes, the baited hook, and its final scene...an ending as ominous as a razor blade across the carotid."
Palm Trees and Power Lines,Kate Erbland,False,indieWire,fresh, B ,"Feb 14, 2023","You might know where this is going, but Dack and McInerny ensure you can’t predict how it will feel, right or wrong."
Palm Trees and Power Lines,Barry Hertz,False,Globe and Mail,fresh,,"Dec 13, 2022","Dack’s film refuses to offer tidy answers, pushing the story into uncomfortable places that feel genuine and boundary-challenging."
Palm Trees and Power Lines,Amy Smith,False,Next Best Picture,fresh, 7/10 ,"Nov 30, 2022",The slow-burn pacing and respectful handling of this particularly distressing and sensitive subject matter make “Palm Trees And Power Lines” one of the best at telling a familiar but vital story.
Palm Trees and Power Lines,Martin Carr,False,We Got This Covered,fresh, 4/5 ,"Oct 28, 2022","Writer director Jamie Dank has offered up something of depth on a genuinely challenging topic, in this her feature film debut. Carried by Jonathan Tucker and Lily McInerny in the lead roles, Palm Trees and Power Lines is a hard watch worthy of note."
Palm Trees and Power Lines,Chloe Walker,False,Paste Magazine,fresh, 8.7/10 ,"Oct 9, 2022","While Palm Trees and Power Lines certainly functions as a cautionary tale, it derives the intensity of its power from the uncomfortable degree to which we’re compelled to empathize with Lea as she makes a string of increasingly perilous decisions."
Palm Trees and Power Lines,Alex Heeney,False,Seventh Row,fresh,,"May 24, 2022","Palm Trees and Power Lines finds a film language to depict sexual assault and coercion in a way that keeps us emotionally involved with our heroine, without reveling in the horrors of the abuse."
Palm Trees and Power Lines,Dennis Harvey,False,48 Hills,fresh,,"May 2, 2022","Though there is nothing graphic about it, this is one of the most unsettling portraits of predation you’re likely to see, even if the expansion of the director’s prior short does stretch a small narrative thin at times."
Palm Trees and Power Lines,Patrick McDonald,False,HollywoodChicago.com,fresh, 5/5 ,"Feb 28, 2022","A high school girl meets an older manipulative male and Inspires shouts of run away! But this concept of a very real situation is more psychologically complicated, and combined with a more sexualized teen society creates more emotional vulnerability."
Palm Trees and Power Lines,Paul Risker,False,PopMatters,fresh, 8/10 ,"Feb 19, 2022","Palm Trees and Power Lines is a disquieting, powerful, and mature feature debut that explores the formation of trauma and how vulnerability is exploited."
Palm Trees and Power Lines,Amber Wilkinson,False,Eye for Film,fresh, 3.5/5 ,"Feb 12, 2022","Tucker's performance ripples like a mirage, all charm on the surface but with an air of something much less cuddly"
Palm Trees and Power Lines,Jeff Nelson,False,Showbiz Cheat Sheet,fresh,,"Feb 12, 2022",Palm Trees and Power Lines is a dark coming-of-age story and cautionary tale... A real punch in the gut that remains impactful and important in depicting the cycle of toxic relationships.
Palm Trees and Power Lines,Sean Burns,False,Spliced Personality,fresh,,"Feb 4, 2022",I was sure that a certain scene in the middle of the movie was going to be the most upsetting thing I saw at Sundance but that was only because I hadnt seen the ending yet.
Palm Trees and Power Lines,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,fresh, B ,"Feb 4, 2022",It's gripping.
Palm Trees and Power Lines,Peter Sobczynski,False,eFilmCritic.com,rotten,,"Feb 3, 2022",This portrait of the grooming of a vulnerable girl is undeniably harrowing and difficult to watch but it ultimately seems more interested in replicating those motions and simply leave viewers squirming that in offering any particular insights of note.
Palm Trees and Power Lines,Randy Myers,False,San Jose Mercury News,fresh,,"Feb 3, 2022",This horrifyingly realistic cautionary tale about a teen girl and her charismatic predator is exceptionally well made — and it will make your skin crawl.
Palm Trees and Power Lines,Alissa Wilkinson,False,Vox,fresh,,"Feb 3, 2022","What makes Palm Trees and Power Lines so disturbing is how we can see what’s happening to Lea, even as she can’t -- and how plausible the movie’s disturbing conclusion really seems."
Palm Trees and Power Lines,Tomris Laffly,False,Harper's Bazaar,fresh,,"Feb 2, 2022","Palm Trees and Power Lines goes somewhere even darker than Andrea Arnold's Fish Tank, with a brave query into the notion of consent and a gut-wrenching parting note that feels like a scream stuck in one's throat."
Palm Trees and Power Lines,Frank J. Avella,False,Edge Media Network,fresh, B- ,"Feb 1, 2022",It's impossible to enjoy this film as much as appreciate its intentions.
Palm Trees and Power Lines,Kristy Strouse,False,Film Inquiry,fresh,,"Feb 1, 2022","Palm Trees and Power Lines marks an assured debut with unforgettable, incredible performances."
Palm Trees and Power Lines,Sabina Dana Plasse,False,Film Threat,fresh, 8/10 ,"Jan 31, 2022","The drama is not preaching or pointing fingers at its subjects. Instead, it uses cinema's expressive and powerful art to explain how the world allows for such behavior and how difficult it is to quell it."
Palm Trees and Power Lines,Philip De Semlyen,False,Time Out,fresh, 4/5 ,"Jan 31, 2022","It's a compelling, edgy story of exploitation with no easy answers."
Palm Trees and Power Lines,Robert Kojder,False,Flickering Myth,fresh, 4/5 ,"Jan 30, 2022","An examination of predatory manipulation that's meticulously measured every step of the way, with every verbal suggestion fine-tuned for effect just as much as body language. Hopefully, it will save someone from becoming another victim"
Palm Trees and Power Lines,Sarah Manvel,False,Critic's Notebook,fresh,,"Jan 30, 2022","""Palm Trees and Power Lines"" immediately joins the rare pantheon of movies that are so emotionally disturbing they can only be watched once."
Palm Trees and Power Lines,Sean P. Means,False,The Movie Cricket,rotten, 2.5/4 ,"Jan 30, 2022","There's something ponderously predictable in the telling, that sense that we can all see the slow-motion train wreck long before it happens - and when it hits, there's no relief, only despair."
Palm Trees and Power Lines,Andy Crump,False,The Playlist,fresh, A ,"Jan 29, 2022","Fearsome and fearless at the same time, ""Palm Trees and Power Lines"" practically dares viewers to watch what's happening on screen without flinching."
Palm Trees and Power Lines,Kevin Fallon,False,The Daily Beast,fresh,,"Jan 29, 2022",Palm Trees and Power Lines is a gripping drama about a teenage girl who is manipulated and abused by a man twice her age who gains her trust. It's also extremely hard to watch.
Palm Trees and Power Lines,Piers Marchant,False,Arkansas Democrat-Gazette,fresh,,"Jan 28, 2022","What's particularly striking about Dack's film is the tension we feel losing a sweet kid like Lea to what will undoubtedly be a horrific experience, and being powerless to keep her safe."
Palm Trees and Power Lines,Joey Magidson,False,Awards Radar,fresh, 3/4 ,"Jan 28, 2022","Palm Trees and Power Lines is as disturbing a film as there is at Sundance this year. It will shake you to your core, if you're even willing to watch it."
Palm Trees and Power Lines,Kat Hughes,False,THN,fresh, 4/5 ,"Jan 28, 2022","Powerful and painful, Jamie Dack's eye-opening directorial feature debut scorches the soul with its frank portrayal of the fate of so many of the vulnerable."
Palm Trees and Power Lines,Lovia Gyarkye,False,Hollywood Reporter,fresh,,"Jan 28, 2022","Fleeting glances, nearly undetectable changes in body language, a haunting shift in tone and deliberate silences come together to form an unnerving examination of consent and predation."
Palm Trees and Power Lines,Nate Adams,False,The Only Critic,fresh, A- ,"Jan 27, 2022",The film's subject matter isn't taken lightly and Dack composes a knock-out examination on predators through the lens of Lea which newcomer Lily McInerney grounds beautifully.
Palm Trees and Power Lines,Fred Topel,False,United Press International,fresh,,"Jan 27, 2022","For those looking for a mature, dramatic exploration of this topic, Palm Trees and Power Lines could sound the alarm the way Kids did in 1995."
Palm Trees and Power Lines,Peter Howell,False,Toronto Star,fresh, 3.5/4 ,"Jan 27, 2022","The film forces us to see things Lea's way, past the point of understanding or even toleration but with a truthful depiction of harsh reality."
Palm Trees and Power Lines,Brian Tallerico,False,RogerEbert.com,fresh,,"Jan 27, 2022",A character study that's anchored by a moving breakthrough performance from Lily McInerny.
Palm Trees and Power Lines,Sebastian Zavala Kahn,False,Cinencuentro,fresh, 4/5 ,"Jan 27, 2022","A powerful and devastating film, which fortunately never victim-blames, and rather manages to intertwine an important message with a well-told story. [Full review in Spanish]"
Palm Trees and Power Lines,Jared Mobarak,False,Jaredmobarak.com,fresh, 7/10 ,"Jan 26, 2022",Depicting [sexual grooming] is neither entertaining nor exciting. Dack can therefore push her narrative forward with methodical precision instead.
Knock at the Cabin,Elissa Suh,False,Moviepudding,rotten,,"Mar 6, 2023","Shymalan’s latest is compellingly perverse and wracked with a real sense of menace, making its hopeful denouement something of a betrayal."
Knock at the Cabin,Nicolás Delgadillo,False,Knotfest,rotten,,"Mar 4, 2023","A pretty profound idea to play with, but one that winds up clashing with the practicalities of the actual plot at hand."
Knock at the Cabin,Pablo Villaça,False,Cinema em Cena,fresh, 3/5 ,"Mar 3, 2023","Knock at the Cabin works very well as we watch it, which is a step up from Shyamalan's latest efforts, which usually fell apart in real time. [Full review in Portuguese]"
Knock at the Cabin,Susan Granger,False,SSG Syndicate,rotten, 6/10 ,"Mar 3, 2023",M. Night Shyamalan has built his reputation on psychological horror films with twist endings - but this one disappoints.
Knock at the Cabin,Linda Cook,False,OurQuadCities / WHBF-TV (Illinois),fresh, 3 stars ,"Mar 3, 2023","""Knock at the Cabin"" for suspense ... and a theme about sacrifice."
Knock at the Cabin,John Serba,False,Decider,fresh,,"Feb 28, 2023","[Shyamalan is] as strong a visual craftsman as ever, a master manipulator who toys with his audience with the winking acerbity of his idol Hitchcock."
Knock at the Cabin,MaryAnn Johanson,False,Flick Filosopher,rotten, 2.5/5 ,"Feb 26, 2023",There is only one thing worse than an M. Night Shyamalan movie with a twist ending. And that is one without a twist ending. Feels like a faith-based movie trying to sneak in under a disingenuous wire.
Knock at the Cabin,J. Don Birnam,False,Below the Line,fresh, A- ,"Feb 25, 2023","Though at times you want it to deliver more on its promise, the conclusion sticks the landing in ways few Shayamalan films of late have managed to"
Knock at the Cabin,Sarah Ward,False,Concrete Playground,fresh,,"Feb 24, 2023","While its questions about what we choose to put our faith in and why are as obvious as one late easy reveal, Knock at the Cabin earns two firm beliefs: in Shyamalan messing with vacations again, and in Bautista at his best."
Knock at the Cabin,Filipe Freitas,False,Always Good Movies,rotten, 2/5 ,"Feb 24, 2023",An artless film without the guts to bring the apocalyptic threat to life onscreen.
Knock at the Cabin,Marriska Fernandes,False,Exclaim!,fresh, 6/10 ,"Feb 24, 2023",An intense apocalyptic thriller that's worth a watch.
Knock at the Cabin,Austin Burke,False,Austin Burke/Flick Fan Nation,fresh, 6.5/10 ,"Feb 24, 2023","Dave Bautista is turning into an on-screen force. Filled with intense scenes and edge-of-your-seat moments, this film provides some nice thrills. That being said, the storytelling is clunky, and the ending falls short."
Knock at the Cabin,Trace Thurman,False,Horror Queers Podcast,rotten, 2/5 ,"Feb 23, 2023",Removing the novel's ambiguity destroys a lot of the suspense that Shyamalan is trying to build.
Knock at the Cabin,Liam McEneaney,False,We Got This Covered,rotten, 2/5 ,"Feb 23, 2023","Only M. Night Shyamalan could make an apocalypse film that has audiences rooting for the end of the world, if only to bring the running time of 'Knock at the Cabin' to a merciful end."
Knock at the Cabin,Michael Atkinson,False,LA Weekly/Village Voice,rotten,,"Feb 23, 2023","You have to wonder: Maybe Shyamalan’s merely a pious sentimentalist working in the wrong genre, cranking out the badtime stories only to compulsively douse them with the treacle of all-for-the-best theistic homilies."
Knock at the Cabin,Kimber Myers,False,Crooked Marquee,fresh, B ,"Feb 21, 2023",... Most of the pleasures of Knock at the Cabin arrive from two sources: Shyamalan’s masterful filmmaking and Bautista’s nuanced performance.
Knock at the Cabin,Jason Shawhan,False,Nashville Scene,fresh,,"Feb 21, 2023","I cannot remember the last time a film has left me this conflicted, angry, impressed and exhausted."
Knock at the Cabin,Candice Frederick,False,Huffington Post,rotten,,"Feb 21, 2023","If there is some kind of allegory on violence that is supposed to be going on in “Knock at the Cabin,” the movie and its story are certainly not smart enough for it to come to fruition."
Knock at the Cabin,Joe Lipsett,False,Horror Queers Podcast,fresh, 3/5 ,"Feb 21, 2023","Despite Dave Bautista's MVP performance and some great extreme close-up cinematography, Knock at the Cabin lacks ambiguity and the queerness feels like Gay 101 for straight people."
Knock at the Cabin,Mary Beth McAndrews,False,Dread Central,rotten, 3/5 ,"Feb 21, 2023","Technically beautiful and gorgeously cast, an uneven script keeps M. Night Shyamalan’s ‘Knock At The Cabin’ from packing a real punch."
Knock at the Cabin,Tim Grierson,False,Screen International,fresh,,"Feb 20, 2023","Instead of pulling the rug out from under the viewer, Shyamalan goes in a direction that proves more disquieting, examining the nature of sacrifice and the bond between parents and children."
Knock at the Cabin,Dan Buffa,False,Ramble On With Buffa (Substack),fresh, B+ ,"Feb 19, 2023",M. Night's latest succeeds highly at one thing: proving to the world that Dave Bautista is the real deal. Any doubt about his acting ability should be left next to the popcorn in your seat.
Knock at the Cabin,Cory Woodroof,False,615 Film,fresh,,"Feb 19, 2023",The world is a better place when Shyamalan just goes out there with a concept like this and does the damn thing.
Knock at the Cabin,Víctor López G.,False,Espinof,fresh,,"Feb 19, 2023","It surprises in most of its development, in its formal games and in its display of pulse and containment while, at the same time, doesn't do it a tall when we realize that it's signed by an M. Night Shyamalan that never fails."
Knock at the Cabin,Kathleen Sachs,False,Chicago Reader,fresh,,"Feb 17, 2023","Shyamalan dazzles here with his gift for taking the kinds of ideas that once comprised the plots of pulp magazine stories, anthology television, and B movies and turning them into high art."
Knock at the Cabin,Eileen Jones,False,The Jacobin,rotten,,"Feb 17, 2023","M. Night Shyamalan’s latest low-budget horror movie, Knock at the Cabin, is so overstuffed with exposition that even the end of the world is a letdown."
Knock at the Cabin,Jared Mobarak,False,"Hey, Have You Seen ...?",fresh, 9/10 ,"Feb 17, 2023",The performances that Shyamalan coaxes out of his cast are extraordinary. And not just that of Bautista who has rightfully earned the majority of praise due to a career-best turn.
Knock at the Cabin,Jackie K. Cooper,False,jackiekcooper.com,fresh, 7/10 ,"Feb 17, 2023",Twisted and confusing but I couldn't get it out of my mind.
Knock at the Cabin,Cody Leach,False,Cody Leach (YouTube),fresh, 3.5/5 ,"Feb 16, 2023",M. Night is always reliable in delivering intriguing premises that draw you in. This was no exception while it struggled to land the plane in the final act. Dave Bautista and Rupert Grint are standouts and have an iron grip on your attention.
Knock at the Cabin,Ben Turner,False,The Pink Lens,rotten, 3/5 ,"Feb 16, 2023","An ambitious idea that doesn't quite deliver, you'll buy into its premise only to find holes that could easily have been plugged. Though its cast behave like they're in a better film, Knock At The Cabin isn't greater than the sum of its parts."
Knock at the Cabin,Jenn Adams,False,Bloody Disgusting,rotten, C- ,"Feb 16, 2023","Shyamalan puts his thumbs on the scales and dramatically changes Tremblay’s conclusion, shifting the story’s empathetic core and telling the audience in no uncertain terms who should be sacrificed and who should be saved."
Knock at the Cabin,Perri Nemiroff,False,Perri Nemiroff (YouTube),fresh, 4/5 ,"Feb 16, 2023","A rock solid adaptation of the novel. There are changes, but both versions of the story work and both existing is bound to make the conversation/analysis of this scenario even richer."
Knock at the Cabin,Alejandro Alemán,False,El Universal,fresh,,"Feb 15, 2023","Shyamalan not only renounces the twists that he had us accustomed to, but he also renounces logic, science, and reason, to let fanaticism win. Now that is terrifying. [Full review in Spanish]"
Knock at the Cabin,Whang Yee Ling,False,The Straits Times (Singapore),fresh, 3/5 ,"Feb 15, 2023","Shyamalan’s film-making craft is nonpareil, the way he manipulates his off-kilter camera for sinister tension among his seven characters in a confined setting. But despite an arresting hook, the story stalls as the two dads agonise over their conundrum."
Knock at the Cabin,Brian Gill,False,Mad About Movies Podcast,fresh, B ,"Feb 15, 2023",Far from best Shyamalan has brought us over the years but also FAR from the worst. Bautista makes the movie and keeps it afloat during its lesser moments.
Knock at the Cabin,Christy Lemire,False,FilmWeek (KPCC - NPR Los Angeles),rotten,,"Feb 15, 2023","This gets incredibly literal, clunky, and actually silly."
Knock at the Cabin,Paul Salfen,False,AMFM Magazine,fresh, 7.5/10 ,"Feb 15, 2023","Of course we've come to know Shyamalan's films to have those twists at the end and gotcha moments but this time around, it is exactly what it is, which is a twist in itself."
Knock at the Cabin,Carson Timar,False,ClapperCast,fresh,,"Feb 15, 2023",The cast is incredible! This is instantly one of the best ensembles of the year and Dave Bautista gets better with every performance!
Knock at the Cabin,Edward Porter,False,Sunday Times (UK),rotten, 2/5 ,"Feb 14, 2023",The set-up is intriguing; the finale is meaningful but still an anticlimax.
Knock at the Cabin,Ed Potton,False,Times (UK),rotten, 2/5 ,"Feb 14, 2023","Like the modern world it so desperately tries to comment on, it’s shrill, hysterical and devoid of nuance. Thuddingly predictable too."
Knock at the Cabin,Ruben Peralta Rigaud,False,Cocalecas,fresh,,"Feb 13, 2023",The plot is so artistically staged that it's a joy to just watch and listen to it all. [Full review in Spanish]
Knock at the Cabin,John Paul King,False,Washington Blade,fresh,,"Feb 13, 2023","Whether it scares you or not, it’s a movie that gives us lots to think about... like love and loss, death and grief, and how much we are willing to sacrifice for the sake of the people we care about."
Knock at the Cabin,Jason Adams,False,Mashable,fresh,,"Feb 13, 2023","Shyamalan truly aims to put everyone into our shoes, and strives to ennoble gay love as hard-won; like a diamond beaten down, we're more gorgeous for our battle scars.... it's a thrill and a pleasure to see that centered in a mainstream movie like this"
Knock at the Cabin,Hanna Flint,False,House Notes,fresh,,"Feb 13, 2023","Both Aldridge and Groff bring a deep humanity to proceedings as they exhibit all the fluctuating emotions of fear, anger, humour and love that come with playing contrasting personalities in a couple faced with the most unfair of life-threatening choices."
Knock at the Cabin,Vincent Mancini,False,Uproxx,rotten,,"Feb 11, 2023","M. Night Shyamalan has made a lot of bad movies, but rarely an ugly one, and here most of his legitimate facilities for framing and composition are wasted on a cabin where people do nothing but yap yap yap"
Knock at the Cabin,Nicholas Barber,False,BBC.com,rotten, 2/5 ,"Feb 10, 2023",Maybe Shyamalan just doesn't possess the unsparing nastiness that this potentially upsetting story requires.
Knock at the Cabin,Jon Towlson,False,PopMatters,fresh,,"Feb 10, 2023",The polarising mentality of ‘us and them’ that drives the classic home invasion narrative is very much in evidence in Knock at the Cabin.
Knock at the Cabin,Walter Chaw,False,Film Freak Central,rotten, 1/4 ,"Feb 10, 2023","Shyamalan makes a cameo in Knock at the Cabin as an infomercial huckster, peddling a cheap product on the back of performative authority and unctuous charisma. It's not humility if it's true."
Knock at the Cabin,Micheal Compton,False,Bowling Green Daily News,rotten, C ,"Feb 10, 2023",The lackluster final act sinks a film that could have worked -- with Bautista's career performance the main driving point.
Knock at the Cabin,Richard Trenholm,False,CNET,fresh,,"Feb 10, 2023",You have to admire the way M. Night Shyamalan consistently delivers taut and disquieting B-movies with big ideas.
Knock at the Cabin,Matt Hudson,False,Bloody Awesome Movie Podcast,fresh,,"Feb 10, 2023",We're happy to say that Knock at the Cabin is a top-tier Shyamalan entry. The entire film had us enraptured and it wasted absolutely no time with its story - even if the ending is a tad weak. Bautista is at his best here in this taut psychological horror.
Knock at the Cabin,Stephen Silver,False,Splice Today,fresh, 4/5 ,"Feb 10, 2023","It doesn’t bring everything together, but this is still Shyamalan operating at a high level again."
Knock at the Cabin,John Rocha,False,The Outlaw Nation (Youtube),fresh, 4/5 ,"Feb 10, 2023","Knock At The Cabin is a taut, tense and devastating movie that immediately belongs near the top of Shyamalan’s best. Dave Bautista is excellent here and moves closer to a future Oscar nomination, the script is tight and that score will rattle your soul."
Knock at the Cabin,Kimberley Elizabeth,False,Nightmare on Film Street,fresh, 6/10 ,"Feb 10, 2023","Knock at the Cabin’s biggest weakness is that it plays things too safe. It's a decent horror movie, but its flaws prevent it from being truly great."
Knock at the Cabin,Collin Garbarino,False,WORLD,rotten, 2/5 ,"Feb 10, 2023","Ultimately, the movie fails at turning a thought experiment into a script."
Knock at the Cabin,Pete Vonder Haar,False,Houston Press,fresh, 3.5/5 ,"Feb 10, 2023","Like Tremblay's novel, it moves quickly, the pace perhaps accelerated to keep us from asking too many questions. Unlike the novel ... nope, not going there."
Knock at the Cabin,Sonny Bunch,False,The Bulwark,fresh, 2.5/4 ,"Feb 10, 2023","Knock at the Cabin once again demonstrates Shyamalan is one of our most talented visual storytellers and this is a tense, thrilling film."
Knock at the Cabin,Amanda the Jedi,False,Amanda the Jedi (Youtube),rotten,,"Feb 10, 2023",Knock at the Cabin examines its themes of sacrifice and faith in a way that ultimately left me feeling gross.
Knock at the Cabin,Matt Glasby,False,Radio Times,fresh, 4/5 ,"Feb 9, 2023","The ending doesn't hit quite as hard as it might, but this is still solid Shyamalan."
Knock at the Cabin,Trace Sauveur,False,Austin Chronicle,fresh, 4/5 ,"Feb 9, 2023","It trades stark ambiguity for big, emotional clarity in a way that still feels true to the source material, which questions the limits of one’s duty to sacrifice what they love for a world that they’re not even sure is worth saving."
All That Breathes,Maxwell Rabb,False,Chicago Reader,fresh,,"Feb 17, 2023","All That Breathes presents a poetic, intensely beautiful story so precise that, at times, it feels staged but instead emerges from hours of painstaking care."
All That Breathes,Alistair Lawrence,False,Common Sense Media,fresh, 4/5 ,"Feb 15, 2023",Threaded through the main narrative we get glimpses of the sectarian tensions that blight modern India and cause additional anxiety. But wisely All That Breathes avoids trying to lean heavily on metaphors or push an agenda.
All That Breathes,Marie Asner,False,Phantom Tollbooth,fresh, 4/5 ,"Feb 15, 2023","Director Shaumak Sen and cinematographers Ben Bernhard, Rijo Das and Saumyananda Sahi give the audience a visual treat."
All That Breathes,Randy Myers,False,San Jose Mercury News,fresh, 4/4 ,"Feb 15, 2023","It soars as high as the birds it depicts, while telling a compassionate story of two Muslim brothers trying to do their part in making the world a better place. It’s astonishing."
All That Breathes,Aaron Neuwirth,False,We Live Entertainment,fresh, 8/10 ,"Feb 15, 2023",Just seeing the work that goes into the help being provided for these birds is never less than fascinating.
All That Breathes,Ezequiel Boetti,False,Otroscines.com,rotten, 2.5/5 ,"Feb 11, 2023","... another sample that demonstrates that for certain circles, the only way to digest poverty is to dress it up until it becomes unrecognizable. [Full review in Spanish]"
All That Breathes,Carol Midgley,False,Times (UK),fresh, 4/5 ,"Feb 9, 2023","Simple in its slow, calm storytelling, but profound in the philosophical points it raised about how we are all connected in the vast ecosystem."
All That Breathes,John Powers,False,NPR,fresh,,"Feb 9, 2023","In an age when we're constantly reminded of all that's bad, All That Breathes celebrates good things it's easy to forget: the wonder of life, the virtues of compassion and the human capacity to make the world better."
All That Breathes,Jasper Rees,False,Daily Telegraph (UK),fresh, 4/5 ,"Feb 8, 2023","These birds are utterly other, while their rescuers represent the best of us."
All That Breathes,Ellen E Jones,False,Guardian,fresh, 5/5 ,"Feb 8, 2023","Meditative, truthful film-making that deserves to be seen anywhere the human animal coexists with others."
All That Breathes,Joe Clay,False,Times (UK),fresh,,"Feb 8, 2023",Sen’s mesmerising masterpiece is also a worrying look at how pollution and overpopulation are placing an intolerable strain on the balance between humans and nature.
All That Breathes,Christopher Lloyd,False,The Film Yap,fresh, 4/5 ,"Feb 8, 2023","""All That Breathes"" is a good movie and an Oscar-nominated one; I just quibble with whether it's actually a documentary. Its use of elaborate cinematic techniques suggests it's less fly-on-the-wall than moments played for posterity."
All That Breathes,Patrick McDonald,False,HollywoodChicago.com,fresh, 5/5 ,"Feb 7, 2023","Especially telling is an observation on the loneliness of man as a species, b/c we are sentient. The birds, and the nature around them, are keeping each other company and only we stand alone in our modernity, pollution and war. Man to nature perfection."
All That Breathes,Brian Eggert,False,Deep Focus Review,fresh, 3.5/4 ,"Feb 7, 2023","A documentary that argues for Nature within a larger ecosystem, equalizing humanity with the rats, fungi, and scavenger birds. The lack of human ego on display is inspiring."
All That Breathes,Michael Clark,False,Epoch Times,fresh, 4/5 ,"Feb 6, 2023","All things that breathe—humans, animals, vegetation, and the land—are all under God’s dominion. It’s all quite stirring and inspiring without being heavy-handed or sanctimonious."
All That Breathes,Kevin Maher,False,Times (UK),fresh, 4/5 ,"Feb 4, 2023","Although the film’s tone is sometimes quietly apocalyptic, its director Shaunak Sen manages to capture stirring scenes of beauty in slow-motion cityscapes, just as he finds optimism and hope in the diligence of his fraternal subjects."
All That Breathes,Chris Vognar,False,San Francisco Chronicle,fresh, 4/4 ,"Feb 2, 2023","“All That Breathes” is the kind of immersive documentary experience other filmmakers, and film lovers, would do well to study."
All That Breathes,Robert Roten,False,Laramie Movie Scope,fresh, A ,"Jan 22, 2023","The cinematography in this film is amazing (by Ben Bernhard, Riju Das and Saumyananda Sahi). The cameras seem to capture every bit of life in the city, from the smallest spider, to the horses, monkeys, camels, pigs, goats and cows that roam the streets."
All That Breathes,Shane Slater,False,Awards Radar,fresh, 3/4 ,"Dec 29, 2022","Shot in a largely observational vérité style, All That Breathes artfully ties together the social and ecological concerns which plague Delhi."
All That Breathes,Louisa Moore,False,Screen Zealots,fresh,,"Dec 28, 2022","A touching documentary that celebrates the very best of humanity, and is an encouraging picture of two men who are working tirelessly to make this world a better place."
All That Breathes,Glenn Dunks,False,The Film Experience,fresh,,"Dec 19, 2022","Although stunning to look at, and in some moments a marvel to even conceive of such images, it is self-consciously so.... Despite this, Sen manages to capture the humbleness of its subjects and turn that into something compelling."
All That Breathes,Ned Booth,False,The Playlist,fresh, B ,"Dec 14, 2022","If Sen were to better connect Nadeem and Saud's faith and civic identities with the kites and other animals' desperate fight for balance in an urbanized nature, All That Breathes would be an excellent documentary. All the same, it's a very good one."
All That Breathes,Caroline Cao,False,Slashfilm,fresh, 8/10 ,"Dec 14, 2022","Without hagiography or sunny optimism, the emphasis on decay serves to emphasize the systemic adversary."
All That Breathes,Nick Bradshaw,False,Sight & Sound,fresh,,"Dec 14, 2022","ayering urban ecology, spiritual philosophy, politics and distilled character study, All That Breathes is a remarkable, vital work of cinema."
All That Breathes,John Nugent,False,Empire Magazine,fresh, 4/5 ,"Dec 14, 2022","A thoughtful, meditative thesis on humanity’s relationship with nature, filmed with the kind of cinematographic beauty most fiction filmmakers can only aspire towards."
All That Breathes,Carey-Ann Pawsey,False,Orca Sound,fresh, 4/5 ,"Dec 13, 2022","It is a powerful film both in subject matter and visuals. It is a film that, in the macro, asks us to consider why we differentiate or make a hierarchy of all inhabitants of this planet that breathe."
All That Breathes,Michael O'Sullivan,False,Washington Post,fresh, 2.5/4 ,"Nov 16, 2022","[A] strangely uplifting film, which is more of a meditation on the interconnectedness of life than an assemblage of facts."
All That Breathes,Eileen G'Sell,False,Hyperallergic,fresh,,"Nov 14, 2022","""All That Breathes"" is profoundly empathetic toward all living kind, compelling a radical reassessment of the boundaries many imagine exist between nature and civilization, along with the boundaries we insist on building between ourselves."
All That Breathes,Christopher Llewellyn Reed,False,Hammer to Nail,fresh,,"Nov 9, 2022","Stunningly photographed, both from afar and in gorgeous close-up, ""All That Breathes"" offers a profile of three dedicated men doing what they can to preserve a small slice of nature, to the benefit of us all."
All That Breathes,Claudia Puig,False,FilmWeek (KPCC - NPR Los Angeles),fresh,,"Nov 4, 2022",Beautiful cinematography and lyrical score.
All That Breathes,Jason Shawhan,False,Nashville Scene,fresh,,"Nov 4, 2022","""...magical and deeply upsetting..."""
All That Breathes,Dan Bayer,False,AwardsWatch,fresh, A- ,"Nov 1, 2022","All That Breathes is certainly beautiful aesthetically, but its gentleness towards the audience makes it even more beautiful."
All That Breathes,K. Austin Collins,False,Rolling Stone,fresh,,"Oct 31, 2022","It occasionally strains. But the basic conflict at play, between the selflessness of these medics, the growing need for their work, and the utter folly of this mission gives it all an urgent undercurrent."
